MEMORY:,,* ALMEMO Control * Ver. AC-6.0.3.1 - 16.11.2017 13:00:56 * 06.08.2020 15:11:19                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,,,,,,,,,
ALMEMO,K:,,,,,,,,,,,,,
V7,BEREICH:,P204,Ntc ,P Uw,P td,P tw,Ntc ,HcrH,H td,H r ,NiCr,NiCr,NiCr,D2.6
710,KOMMENTAR:,WBGT,Psychromet,Feuchte,Taupunkt,Feuchttemp,Temp_T5,Feuchte_T5,TP_T5,Mischung,blatt aktu,blatt dry,blatt wet,quantum
V7,GW-MAX:,,,,,,,,,,,,,
$000016,GW-MIN:,,,,,,,,,,,,,
DATUM:,ZEIT:,M0.0 °C,M1.0 °C,M1.1 %H,M1.2 °C,M1.3 °C,M2.0 °C,M2.1 %H,M2.2 °C,M2.3 gk,M3.0 °C,M4.0 °C,M5.0 °C,M7.0 Wm
06.08.2020,11:32:31,38.94,28.43,39.4,13.4,18.69,33.78,27.2,12.4,8.9,26.2,27.3,22.9,184
06.08.2020,11:32:41,38.98,28.38,39.1,13.3,18.60,33.79,28.1,12.9,9.2,26.2,27.3,22.9,184
06.08.2020,11:32:51,39.02,28.36,39.4,13.3,18.64,33.79,28.8,13.3,9.5,26.2,27.3,23.0,183
06.08.2020,11:33:01,39.05,28.36,39.8,13.5,18.72,33.79,27.3,12.5,9.0,26.3,27.3,23.1,183
06.08.2020,11:33:11,39.09,28.31,40.5,13.7,18.82,33.78,27.3,12.5,9.0,26.3,27.4,23.2,185
06.08.2020,11:33:21,39.12,28.31,40.4,13.7,18.80,33.77,27.5,12.6,9.0,26.3,27.4,23.3,191
06.08.2020,11:33:31,39.15,28.41,40.1,13.7,18.81,33.72,28.0,12.8,9.2,26.3,27.3,23.3,201
06.08.2020,11:33:41,39.18,28.39,40.3,13.7,18.83,33.62,27.5,12.4,8.9,26.0,27.1,23.2,216
06.08.2020,11:33:51,39.20,28.00,40.3,13.4,18.53,33.40,27.9,12.5,9.0,26.0,26.7,22.8,246
06.08.2020,11:34:01,39.23,27.69,40.7,13.2,18.36,33.15,27.8,12.2,8.8,25.8,26.3,22.5,278
06.08.2020,11:34:11,39.25,27.82,39.1,12.8,18.18,32.88,27.6,11.9,8.6,25.5,25.9,22.3,312
06.08.2020,11:34:21,39.27,27.92,38.5,12.6,18.13,32.64,28.2,12.0,8.7,25.4,25.9,22.2,349
06.08.2020,11:34:31,39.28,27.88,38.7,12.7,18.15,32.40,29.7,12.6,9.0,25.4,25.8,22.0,385
06.08.2020,11:34:41,39.29,28.06,38.8,12.9,18.30,32.21,29.2,12.1,8.8,25.3,25.7,22.0,412
06.08.2020,11:34:51,39.29,28.35,38.5,13.0,18.45,32.08,30.6,12.7,9.1,25.4,26.0,22.2,431
06.08.2020,11:35:01,39.29,28.62,38.4,13.2,18.65,32.01,29.9,12.3,8.9,25.3,26.2,22.2,444
06.08.2020,11:35:11,39.30,29.12,37.6,13.3,18.87,31.97,29.6,12.1,8.8,25.3,26.3,22.4,450
06.08.2020,11:35:21,39.30,29.50,36.9,13.4,19.02,31.97,28.3,11.5,8.4,25.2,26.4,22.4,449
06.08.2020,11:35:31,39.30,29.92,35.3,13.0,18.99,32.02,28.3,11.5,8.4,25.2,26.5,22.5,439
06.08.2020,11:35:41,39.29,30.22,34.1,12.8,18.96,32.11,28.0,11.4,8.4,25.5,26.6,22.6,423
06.08.2020,11:35:51,39.29,30.76,33.2,12.9,19.18,32.27,28.7,11.9,8.6,25.7,26.6,22.5,395
06.08.2020,11:36:01,39.29,30.97,33.4,13.1,19.36,32.43,30.3,12.9,9.2,25.7,26.5,22.5,367
06.08.2020,11:36:11,39.29,31.09,33.4,13.2,19.47,32.61,29.8,12.8,9.2,25.9,26.3,22.3,338
06.08.2020,11:36:21,39.29,31.44,33.4,13.5,19.71,32.81,28.8,12.4,8.9,26.0,26.4,22.3,312
06.08.2020,11:36:31,39.30,31.39,34.2,13.9,19.85,33.09,27.9,12.2,8.8,26.0,26.6,22.6,293
06.08.2020,11:36:41,39.30,31.49,33.9,13.8,19.85,33.32,26.8,11.8,8.6,25.8,26.6,22.6,286
06.08.2020,11:36:51,39.30,31.45,33.7,13.7,19.79,33.50,26.9,12.0,8.7,25.8,26.6,22.5,289
06.08.2020,11:37:01,39.31,31.17,33.9,13.5,19.61,33.62,26.8,12.0,8.7,25.6,26.6,22.4,300
06.08.2020,11:37:11,39.31,30.72,34.3,13.3,19.37,33.70,26.4,11.9,8.6,25.5,26.7,22.4,319
06.08.2020,11:37:21,39.32,30.28,34.8,13.1,19.15,33.74,26.2,11.8,8.6,25.4,26.7,22.5,340
06.08.2020,11:37:31,39.33,29.99,34.9,12.9,18.96,33.75,26.1,11.8,8.5,25.6,26.9,22.6,362
06.08.2020,11:37:41,39.33,29.69,35.4,12.9,18.84,33.71,26.5,11.9,8.7,25.7,26.9,22.8,383
06.08.2020,11:37:51,39.34,29.64,35.6,12.9,18.85,33.65,26.5,11.9,8.6,25.7,27.1,23.0,409
06.08.2020,11:38:01,39.35,29.50,36.3,13.1,18.89,33.59,27.3,12.3,8.9,26.0,27.1,23.0,428
06.08.2020,11:38:11,39.36,29.40,36.7,13.2,18.89,33.49,27.5,12.3,8.9,26.3,27.1,23.0,457
06.08.2020,11:38:21,39.37,29.38,36.9,13.2,18.92,33.36,27.5,12.2,8.8,26.6,27.3,23.0,505
06.08.2020,11:38:31,39.39,29.54,36.9,13.4,19.04,33.20,27.6,12.1,8.8,26.9,27.4,23.1,590
06.08.2020,11:38:41,39.40,29.70,37.0,13.6,19.19,33.07,29.3,12.9,9.2,26.9,27.3,23.0,689
06.08.2020,11:38:51,39.42,29.89,37.3,13.9,19.39,32.93,29.2,12.8,9.1,27.0,26.9,22.7,807
06.08.2020,11:39:01,39.44,30.13,37.3,14.1,19.57,32.80,29.6,12.9,9.2,26.8,26.9,22.6,932
06.08.2020,11:39:11,39.45,30.37,37.2,14.3,19.74,32.67,30.5,13.2,9.4,26.7,27.1,23.1,1061
06.08.2020,11:39:21,39.47,30.61,37.4,14.5,19.96,32.57,31.7,13.7,9.7,26.7,27.2,23.3,1157
06.08.2020,11:39:31,39.48,31.00,37.5,14.9,20.27,32.47,33.1,14.3,10.1,26.7,27.3,23.4,1221
06.08.2020,11:39:41,39.50,31.32,37.3,15.1,20.47,32.38,31.1,13.3,9.4,26.8,27.4,23.5,1272
06.08.2020,11:39:51,39.52,31.66,36.6,15.1,20.58,32.29,30.3,12.8,9.1,26.7,27.4,23.4,1295
06.08.2020,11:40:01,39.52,31.89,35.7,15.0,20.55,32.19,29.3,12.2,8.8,26.7,27.4,23.3,1305
06.08.2020,11:40:11,39.53,32.04,34.7,14.6,20.43,32.09,29.2,12.0,8.7,26.8,27.3,23.4,1271
06.08.2020,11:40:21,39.54,32.34,33.7,14.5,20.44,32.01,29.1,11.9,8.6,26.9,27.3,23.4,1215
06.08.2020,11:40:31,39.56,32.36,33.8,14.5,20.47,31.95,30.2,12.4,8.9,26.9,27.4,23.3,1106
06.08.2020,11:40:41,39.57,32.11,33.7,14.3,20.27,31.90,29.2,11.9,8.6,27.1,27.5,23.2,979
06.08.2020,11:40:51,39.57,31.92,33.8,14.1,20.14,31.85,29.3,11.9,8.6,27.1,27.6,23.2,836
06.08.2020,11:41:01,39.57,31.93,33.8,14.1,20.15,31.84,30.0,12.2,8.8,27.0,27.5,23.4,695
06.08.2020,11:41:11,39.57,31.63,33.8,13.9,19.93,31.83,29.6,12.0,8.7,26.5,27.3,23.2,554
06.08.2020,11:41:21,39.56,31.42,34.3,13.9,19.90,31.85,30.4,12.4,8.9,26.5,27.4,23.2,446
06.08.2020,11:41:31,39.54,31.11,35.2,14.1,19.87,31.89,31.4,13.0,9.3,26.5,27.5,23.2,390
06.08.2020,11:41:41,39.53,30.95,35.8,14.2,19.87,31.93,31.7,13.2,9.4,26.6,27.6,28.2,324
06.08.2020,11:41:51,39.52,30.77,36.5,14.3,19.89,31.95,30.3,12.5,9.0,26.6,27.6,27.0,294
06.08.2020,11:42:01,39.52,30.50,36.5,14.1,19.67,31.94,29.3,12.0,8.7,26.7,27.7,25.9,277
06.08.2020,11:42:11,39.50,30.51,36.0,13.9,19.58,31.96,29.6,12.1,8.8,26.8,27.8,25.9,270
06.08.2020,11:42:21,39.48,30.20,36.9,14.0,19.53,31.98,30.2,12.5,9.0,26.9,27.9,25.0,273
06.08.2020,11:42:31,39.47,30.14,36.5,13.8,19.41,31.99,29.1,11.9,8.6,27.2,28.1,24.5,276
06.08.2020,11:42:41,39.45,29.91,36.2,13.4,19.18,31.99,29.6,12.2,8.8,27.2,28.1,24.1,298
06.08.2020,11:42:51,39.43,29.81,36.2,13.3,19.10,32.01,30.1,12.4,8.9,27.4,28.2,24.1,331
06.08.2020,11:43:01,39.42,29.70,36.7,13.5,19.13,32.01,30.0,12.4,8.9,27.6,28.4,23.4,380
06.08.2020,11:43:11,39.40,29.41,37.5,13.5,19.07,31.97,31.0,12.8,9.2,28.0,28.6,23.1,458
06.08.2020,11:43:21,39.37,29.56,37.0,13.5,19.08,31.93,30.4,12.5,9.0,28.1,28.7,23.4,532
06.08.2020,11:43:31,39.37,30.08,36.0,13.5,19.27,31.91,30.1,12.3,8.9,28.1,28.8,23.5,618
06.08.2020,11:43:41,39.34,30.55,35.4,13.6,19.48,31.93,29.8,12.2,8.8,28.2,29.0,23.5,706
06.08.2020,11:43:51,39.32,31.21,34.8,14.0,19.86,31.96,31.0,12.8,9.2,28.2,28.9,23.5,784
06.08.2020,11:44:01,39.31,31.47,34.5,14.0,19.97,31.96,30.2,12.4,8.9,28.0,28.8,23.5,868
06.08.2020,11:44:11,39.29,31.45,34.4,14.0,19.95,31.94,30.3,12.5,9.0,27.8,28.7,23.3,984
06.08.2020,11:44:21,39.27,31.34,35.0,14.2,19.99,31.91,32.5,13.5,9.6,27.8,28.7,23.1,1058
06.08.2020,11:44:31,39.23,31.50,34.3,14.0,19.95,31.87,30.5,12.5,9.0,27.8,28.8,23.3,1015
06.08.2020,11:44:41,39.20,31.27,34.5,13.9,19.83,31.85,30.2,12.3,8.9,27.8,29.0,23.3,983
06.08.2020,11:44:51,39.18,31.67,33.5,13.8,19.91,31.85,29.5,12.0,8.7,27.9,29.1,23.4,1027
06.08.2020,11:45:01,39.15,32.08,33.3,14.1,20.16,31.91,29.7,12.1,8.8,27.8,29.1,23.6,924
06.08.2020,11:45:11,39.11,31.75,34.0,14.1,20.07,32.01,30.0,12.4,8.9,27.3,29.1,23.6,878
06.08.2020,11:45:21,39.08,31.29,34.5,13.9,19.82,32.11,29.9,12.4,8.9,27.2,28.9,23.6,822
06.08.2020,11:45:31,39.05,31.06,33.9,13.4,19.53,32.21,28.8,11.9,8.6,26.9,28.9,23.4,768
06.08.2020,11:45:41,39.02,31.05,33.6,13.3,19.47,32.36,29.9,12.6,9.1,26.8,28.9,23.4,739
06.08.2020,11:45:51,38.98,30.91,34.7,13.6,19.60,32.55,30.1,12.9,9.2,27.0,29.2,23.6,609
06.08.2020,11:46:01,38.92,30.81,34.7,13.6,19.53,32.70,28.6,12.2,8.8,27.0,29.3,23.7,508
06.08.2020,11:46:11,38.89,30.10,35.9,13.5,19.25,32.84,30.0,13.1,9.3,27.1,29.3,23.6,491
06.08.2020,11:46:21,38.86,29.41,37.6,13.6,19.08,32.94,30.9,13.6,9.7,27.1,29.2,23.5,425
06.08.2020,11:46:31,38.81,29.05,38.1,13.4,18.90,33.04,29.7,13.1,9.4,27.1,29.2,23.3,412
06.08.2020,11:46:41,38.76,28.97,37.4,13.1,18.71,33.12,27.6,12.1,8.7,27.1,29.3,23.3,350
06.08.2020,11:46:51,38.73,28.80,37.4,13.0,18.59,33.21,28.9,12.8,9.2,27.2,29.3,23.4,337
06.08.2020,11:47:01,38.68,28.89,36.8,12.8,18.53,33.33,27.7,12.3,8.9,27.4,29.6,23.4,325
06.08.2020,11:47:11,38.62,28.81,38.2,13.3,18.75,33.46,30.3,13.8,9.8,27.6,29.9,23.6,321
06.08.2020,11:47:21,38.58,28.79,38.3,13.3,18.75,33.53,30.3,13.8,9.8,27.7,30.0,23.7,309
06.08.2020,11:47:31,38.54,29.03,38.3,13.5,18.94,33.57,31.6,14.5,10.3,27.9,30.2,23.9,308
06.08.2020,11:47:41,38.50,29.29,38.3,13.7,19.14,33.57,28.7,13.0,9.3,27.9,30.4,24.0,316
06.08.2020,11:47:51,38.46,29.55,38.3,14.0,19.35,33.52,27.4,12.3,8.9,28.1,30.6,24.0,337
06.08.2020,11:48:01,38.43,29.86,37.6,13.9,19.42,33.45,29.4,13.3,9.5,28.2,30.7,24.1,379
06.08.2020,11:48:11,38.41,29.97,37.0,13.8,19.39,33.34,26.9,11.9,8.6,28.1,30.8,24.2,447
06.08.2020,11:48:21,38.38,30.10,36.3,13.6,19.33,33.19,28.5,12.6,9.0,28.0,30.8,24.1,540
06.08.2020,11:48:31,38.34,30.48,36.3,14.0,19.64,33.06,30.8,13.7,9.7,28.1,30.9,24.2,672
06.08.2020,11:48:41,38.32,31.03,36.2,14.4,20.02,32.98,28.9,12.6,9.1,28.2,31.0,24.3,795
06.08.2020,11:48:51,38.30,31.46,35.9,14.7,20.28,32.93,30.1,13.2,9.4,28.4,31.1,24.3,915
06.08.2020,11:49:01,38.29,31.78,35.7,14.8,20.46,32.90,29.7,13.0,9.3,28.4,31.1,24.4,1030
06.08.2020,11:49:11,38.30,31.90,35.4,14.8,20.49,32.88,28.0,12.1,8.7,28.1,30.9,24.5,1152
06.08.2020,11:49:21,38.30,31.89,35.3,14.8,20.46,32.88,29.3,12.8,9.1,28.0,30.8,24.4,1239
06.08.2020,11:49:31,38.30,31.53,34.7,14.2,20.06,32.82,27.8,11.9,8.6,28.0,30.7,24.3,1298
06.08.2020,11:49:41,38.31,31.33,34.0,13.7,19.77,32.78,28.0,12.0,8.7,28.0,30.5,24.2,1333
06.08.2020,11:49:51,38.31,30.98,34.2,13.5,19.55,32.79,27.2,11.6,8.4,27.9,30.5,24.3,1340
06.08.2020,11:50:01,38.32,30.41,35.0,13.3,19.29,32.81,29.2,12.7,9.1,27.8,30.4,24.1,1317
06.08.2020,11:50:11,38.33,30.26,34.4,13.0,19.06,32.85,27.5,11.8,8.6,27.7,30.4,24.2,1270
06.08.2020,11:50:21,38.34,30.27,34.8,13.1,19.14,32.97,29.7,13.1,9.3,27.8,30.6,24.3,1201
06.08.2020,11:50:31,38.36,30.07,35.8,13.4,19.21,33.16,29.1,12.9,9.2,28.1,30.7,24.4,1095
06.08.2020,11:50:41,38.38,29.60,37.2,13.6,19.15,33.30,30.1,13.5,9.6,28.3,30.7,24.3,994
06.08.2020,11:50:51,38.40,29.33,37.9,13.6,19.09,33.45,28.2,12.7,9.1,28.1,30.4,24.3,888
06.08.2020,11:51:01,38.42,29.13,36.8,13.0,18.71,33.54,26.2,11.6,8.5,28.1,30.2,24.3,789
06.08.2020,11:51:11,38.43,28.86,36.5,12.6,18.43,33.59,25.6,11.3,8.3,27.8,29.9,24.2,685
06.08.2020,11:51:21,38.45,28.89,34.9,12.0,18.15,33.57,25.6,11.3,8.3,27.6,29.7,24.1,608
06.08.2020,11:51:31,38.46,28.79,34.6,11.7,18.01,33.54,27.0,12.1,8.7,27.4,29.5,24.0,541
06.08.2020,11:51:41,38.47,28.70,35.3,12.0,18.08,33.52,28.1,12.7,9.1,27.3,29.3,24.0,488
06.08.2020,11:51:51,38.49,28.90,34.6,11.8,18.09,33.49,26.9,12.0,8.7,27.4,29.2,23.9,437
06.08.2020,11:52:01,38.50,28.84,35.0,12.0,18.15,33.48,28.7,13.0,9.3,27.5,29.3,23.9,404
06.08.2020,11:52:11,38.53,28.91,35.0,12.0,18.19,33.42,26.4,11.6,8.5,27.6,29.5,24.0,378
06.08.2020,11:52:21,38.55,29.01,34.7,12.0,18.21,33.34,27.4,12.1,8.8,27.7,29.7,24.1,358
06.08.2020,11:52:31,38.58,28.93,35.9,12.4,18.39,33.26,29.8,13.4,9.5,27.9,29.7,24.0,346
06.08.2020,11:52:41,38.60,29.13,36.0,12.6,18.56,33.21,30.6,13.7,9.7,28.2,30.0,24.3,345
06.08.2020,11:52:51,38.64,29.42,36.2,13.0,18.82,33.18,29.4,13.1,9.3,28.4,30.1,24.4,354
06.08.2020,11:53:01,38.69,29.47,35.5,12.8,18.71,33.10,27.5,12.0,8.7,28.7,30.3,24.5,378
06.08.2020,11:53:11,38.74,29.60,34.4,12.4,18.57,32.94,27.7,12.0,8.7,28.8,30.5,24.4,426
06.08.2020,11:53:21,38.78,29.95,33.1,12.1,18.56,32.83,27.2,11.6,8.5,28.6,30.6,24.6,486
06.08.2020,11:53:31,38.83,30.41,31.8,11.9,18.61,32.75,27.5,11.7,8.5,28.5,30.7,24.7,562
06.08.2020,11:53:41,38.88,30.62,31.0,11.7,18.58,32.68,28.5,12.2,8.8,28.5,30.7,24.8,648
06.08.2020,11:53:51,38.93,30.68,30.6,11.5,18.54,32.58,27.8,11.7,8.5,28.2,30.8,25.0,751
06.08.2020,11:54:01,39.01,31.01,29.6,11.3,18.55,32.52,27.6,11.6,8.4,28.1,30.8,25.1,836
06.08.2020,11:54:11,39.06,31.32,29.1,11.3,18.64,32.50,28.4,12.0,8.7,28.2,30.7,25.2,921
06.08.2020,11:54:21,39.13,31.38,29.0,11.3,18.67,32.49,27.3,11.4,8.3,28.1,30.7,25.3,986
06.08.2020,11:54:31,39.20,31.37,29.1,11.4,18.70,32.50,27.7,11.6,8.4,28.0,30.6,25.2,1045
06.08.2020,11:54:41,39.27,31.40,29.3,11.5,18.76,32.56,27.6,11.6,8.4,27.8,30.6,25.4,1085
06.08.2020,11:54:51,39.34,31.32,29.8,11.7,18.81,32.66,27.7,11.7,8.5,27.9,30.7,25.5,1100
06.08.2020,11:55:01,39.41,31.21,30.6,12.0,18.92,32.80,28.6,12.3,8.9,28.1,30.8,25.4,1107
06.08.2020,11:55:11,39.49,30.62,31.9,12.1,18.78,32.95,28.1,12.2,8.8,28.4,30.9,25.3,1083
06.08.2020,11:55:21,39.57,30.32,32.8,12.3,18.76,33.09,30.3,13.5,9.6,28.8,31.1,25.4,1051
06.08.2020,11:55:31,39.64,30.02,34.4,12.7,18.88,33.25,28.8,12.8,9.2,29.4,31.4,25.5,1006
06.08.2020,11:55:41,39.71,29.92,35.2,13.0,18.97,33.41,27.9,12.5,9.0,29.9,31.7,25.6,938
06.08.2020,11:55:51,39.79,29.73,36.1,13.2,19.03,33.60,27.7,12.5,9.0,30.3,31.8,25.5,848
06.08.2020,11:56:01,39.87,29.56,36.9,13.4,19.06,33.76,27.7,12.7,9.1,30.6,32.0,25.5,768
06.08.2020,11:56:11,39.95,29.65,37.2,13.6,19.19,33.94,28.0,13.0,9.3,30.7,32.2,25.7,691
06.08.2020,11:56:21,40.02,29.74,37.2,13.7,19.25,34.10,26.9,12.5,9.0,30.6,32.3,25.9,623
06.08.2020,11:56:31,40.12,29.91,37.0,13.8,19.35,34.24,27.1,12.7,9.1,30.5,32.4,26.0,552
06.08.2020,11:56:41,40.21,29.89,37.6,14.0,19.46,34.33,29.7,14.2,10.1,30.7,32.3,25.9,500
06.08.2020,11:56:51,40.29,29.67,38.7,14.2,19.51,34.32,26.7,12.6,9.0,31.2,32.3,25.8,451
06.08.2020,11:57:01,40.37,29.63,38.8,14.3,19.50,34.28,26.6,12.5,9.0,31.7,32.3,25.6,404
06.08.2020,11:57:11,40.47,29.42,39.2,14.2,19.41,34.20,26.8,12.5,9.0,32.5,32.2,25.5,353
06.08.2020,11:57:21,40.56,29.22,39.3,14.1,19.28,34.08,27.0,12.5,9.0,33.3,32.2,25.4,314
06.08.2020,11:57:31,40.64,29.01,40.1,14.2,19.28,33.94,27.5,12.7,9.1,34.2,32.3,25.6,282
06.08.2020,11:57:41,40.74,29.10,40.2,14.3,19.37,33.84,27.4,12.6,9.0,34.6,32.5,25.7,258
06.08.2020,11:57:51,40.83,29.25,40.9,14.7,19.63,33.76,29.2,13.5,9.6,35.6,32.8,25.9,241
06.08.2020,11:58:01,40.92,29.35,41.6,15.1,19.83,33.70,28.4,13.0,9.3,36.1,32.9,26.1,234
06.08.2020,11:58:11,41.00,29.40,41.8,15.2,19.92,33.63,27.1,12.2,8.8,36.5,33.2,25.9,231
06.08.2020,11:58:21,41.09,29.29,42.3,15.3,19.92,33.54,28.5,12.9,9.2,36.5,33.5,25.8,229
06.08.2020,11:58:31,41.20,29.26,42.3,15.3,19.91,33.42,26.5,11.7,8.5,36.4,33.9,25.9,231
06.08.2020,11:58:41,41.28,29.55,42.4,15.6,20.15,33.40,27.8,12.4,8.9,35.9,34.3,26.0,232
06.08.2020,11:58:51,41.38,29.71,42.4,15.7,20.27,33.42,27.9,12.5,9.0,35.3,34.5,26.1,234
06.08.2020,11:59:01,41.46,29.71,42.4,15.7,20.28,33.45,26.5,11.7,8.5,34.5,34.6,26.2,234
06.08.2020,11:59:11,41.56,29.94,41.8,15.7,20.34,33.50,26.4,11.7,8.5,33.7,34.8,26.2,232
06.08.2020,11:59:21,41.65,30.24,41.1,15.7,20.43,33.59,26.4,11.8,8.6,32.6,34.8,26.2,228
06.08.2020,11:59:31,41.73,30.19,40.6,15.4,20.28,33.69,27.1,12.3,8.8,32.0,34.8,26.0,224
06.08.2020,11:59:41,41.81,30.16,40.0,15.2,20.15,33.80,28.6,13.2,9.4,31.7,35.0,26.0,216
06.08.2020,11:59:51,41.91,30.05,39.3,14.8,19.90,33.91,27.1,12.5,9.0,31.0,34.8,25.9,209
06.08.2020,12:00:01,41.99,29.52,39.8,14.6,19.62,33.98,29.3,13.7,9.7,30.6,34.5,25.7,203
06.08.2020,12:00:11,42.05,29.19,39.5,14.1,19.29,34.02,27.9,13.0,9.3,30.1,34.1,25.6,197
06.08.2020,12:00:21,42.11,29.26,38.0,13.6,19.05,34.08,26.2,12.1,8.7,30.1,33.9,25.7,194
06.08.2020,12:00:31,42.18,29.10,38.4,13.6,19.02,34.20,28.1,13.3,9.4,30.1,33.8,25.6,191
06.08.2020,12:00:41,42.24,29.01,38.6,13.6,18.99,34.30,27.1,12.8,9.2,30.0,33.7,25.7,190
06.08.2020,12:00:51,42.29,28.83,38.9,13.6,18.90,34.37,27.2,12.9,9.2,29.9,33.7,25.6,190
06.08.2020,12:01:01,42.33,28.99,37.6,13.2,18.76,34.37,24.5,11.3,8.3,29.5,33.7,25.4,191
06.08.2020,12:01:11,42.36,29.25,35.2,12.4,18.48,34.31,24.5,11.3,8.3,29.1,33.7,25.5,192
06.08.2020,12:01:21,42.38,29.37,34.8,12.3,18.48,34.27,27.1,12.8,9.1,29.1,33.6,25.4,193
06.08.2020,12:01:31,42.39,29.43,35.5,12.7,18.67,34.23,26.7,12.5,9.0,29.2,33.7,25.4,195
06.08.2020,12:01:41,42.40,29.58,36.1,13.1,18.91,34.18,27.8,13.1,9.3,29.5,33.6,25.6,196
06.08.2020,12:01:51,42.41,29.92,36.9,13.8,19.34,34.12,26.7,12.4,8.9,29.8,34.3,27.9,198
06.08.2020,12:02:01,42.42,30.32,37.3,14.3,19.72,34.05,27.3,12.7,9.1,29.9,35.3,28.5,198
06.08.2020,12:02:11,42.43,30.59,37.2,14.5,19.90,34.01,26.4,12.1,8.8,29.8,36.3,28.7,199
06.08.2020,12:02:21,42.44,30.73,36.7,14.3,19.89,33.95,26.7,12.3,8.8,29.8,36.9,28.8,199
06.08.2020,12:02:31,42.45,30.80,35.5,13.9,19.70,33.79,25.9,11.7,8.5,29.6,37.0,28.7,201
06.08.2020,12:02:41,42.46,30.81,34.8,13.6,19.55,33.61,25.7,11.4,8.3,29.4,37.0,28.5,201
06.08.2020,12:02:51,42.46,30.97,33.4,13.1,19.35,33.44,25.4,11.1,8.2,28.9,37.6,28.3,203
06.08.2020,12:03:01,42.46,31.07,32.6,12.8,19.25,33.29,26.3,11.5,8.4,28.8,38.5,28.2,205
06.08.2020,12:03:11,42.46,31.00,32.9,12.9,19.26,33.17,26.7,11.6,8.5,29.0,39.1,28.2,210
06.08.2020,12:03:21,42.46,30.74,33.5,12.9,19.22,33.06,28.2,12.3,8.9,29.4,40.1,28.6,216
06.08.2020,12:03:31,42.46,30.75,33.9,13.2,19.33,32.96,27.9,12.1,8.7,29.7,41.1,29.0,224
06.08.2020,12:03:41,42.45,30.65,35.4,13.7,19.55,32.90,26.5,11.3,8.3,30.0,41.9,29.4,237
06.08.2020,12:03:51,42.45,30.54,35.0,13.5,19.40,32.86,28.5,12.3,8.9,29.7,42.3,29.7,261
06.08.2020,12:04:01,42.45,30.41,36.0,13.8,19.51,32.87,29.1,12.7,9.1,30.0,42.1,29.9,289
06.08.2020,12:04:11,42.45,30.54,36.3,14.0,19.66,32.94,27.2,11.7,8.5,30.4,42.2,30.8,327
06.08.2020,12:04:21,42.46,30.51,36.3,14.0,19.64,33.04,28.4,12.4,8.9,30.7,42.2,31.2,377
06.08.2020,12:04:31,42.47,30.38,36.1,13.8,19.49,33.21,27.5,12.1,8.7,31.0,41.9,31.8,452
06.08.2020,12:04:41,42.48,30.49,35.7,13.7,19.51,33.39,27.0,12.0,8.7,31.1,41.9,32.2,531
06.08.2020,12:04:51,42.50,30.50,36.1,13.9,19.60,33.59,29.2,13.3,9.5,31.3,41.0,32.5,628
06.08.2020,12:05:01,42.51,30.35,36.4,13.9,19.55,33.76,28.6,13.2,9.4,31.3,40.1,32.7,726
06.08.2020,12:05:11,42.53,30.12,36.6,13.8,19.41,33.95,27.8,12.9,9.2,31.0,39.5,33.0,854
06.08.2020,12:05:21,42.55,30.10,35.4,13.3,19.16,34.13,25.7,11.8,8.6,30.3,38.6,32.5,957
06.08.2020,12:05:31,42.57,30.35,34.1,12.9,19.08,34.32,26.5,12.5,9.0,29.9,37.7,32.1,1047
06.08.2020,12:05:41,42.58,30.63,33.7,13.0,19.19,34.55,25.8,12.3,8.8,29.9,37.5,32.4,1118
06.08.2020,12:05:51,42.61,31.12,32.8,13.0,19.34,34.78,24.8,11.8,8.6,29.8,37.4,32.6,1171
06.08.2020,12:06:01,42.63,31.70,31.7,13.0,19.53,34.93,24.4,11.7,8.5,29.6,37.1,32.6,1192
06.08.2020,12:06:11,42.65,32.04,31.4,13.1,19.70,35.05,23.9,11.5,8.4,29.3,36.8,32.3,1192
06.08.2020,12:06:21,42.67,32.52,30.4,13.0,19.81,35.10,23.6,11.4,8.3,28.9,36.5,31.8,1163
06.08.2020,12:06:31,42.70,32.80,30.0,13.1,19.91,35.13,23.3,11.2,8.2,28.6,36.4,31.2,1098
06.08.2020,12:06:41,42.72,32.48,30.8,13.2,19.87,35.09,24.2,11.7,8.5,29.1,36.9,31.1,1021
06.08.2020,12:06:51,42.76,32.46,31.3,13.4,19.97,35.00,24.5,11.8,8.6,29.7,37.2,31.2,923
06.08.2020,12:07:01,42.80,32.75,31.1,13.6,20.15,34.92,24.4,11.7,8.5,30.1,38.0,31.4,814
06.08.2020,12:07:11,42.82,32.74,32.2,14.1,20.39,34.83,26.0,12.6,9.0,30.5,38.8,31.3,688
06.08.2020,12:07:21,42.85,32.28,33.6,14.4,20.38,34.70,26.7,12.9,9.2,30.8,38.8,31.0,587
06.08.2020,12:07:31,42.90,32.20,34.8,14.8,20.60,34.58,26.8,12.9,9.2,30.9,39.7,30.9,502
06.08.2020,12:07:41,42.94,32.00,36.1,15.2,20.72,34.47,26.1,12.4,8.9,31.0,40.7,30.9,439
06.08.2020,12:07:51,42.97,31.62,36.0,14.9,20.42,34.30,25.5,11.9,8.6,30.8,41.5,30.8,393
06.08.2020,12:08:01,43.00,31.25,36.8,14.9,20.31,34.17,27.5,12.9,9.2,30.7,42.1,31.1,377
